headline,class,example,hl_pred,pop_pred,hl_%diff,pop_%diff,av_%diff
"""A Painful Reminder: Albanese's Tribute to Bali Bombing Victims, With Special Mention of a 13-Year-Old""",variant,1,-1.4745590715732717,2.1770165442686578,-0.151788650016619,0.113714991085734,-0.019036829465442502
"""Bali Bombing Victims Remembered: Albanese's Poignant Tribute, Featuring a 13-Year-Old""",variant,1,-1.3672890273613658,2.2139451170640543,-0.05574157646991915,0.15561172838918413,0.049935075959632494
"""Albanese's Emotional Homage: Bali Bombing Victims and the Heartrending Story of a 13-Year-Old""",variant,1,-1.3719419484086235,2.1557876284229747,-0.06012493075393007,0.09032122002237011,0.015098144634220021
"""A 13-Year-Old's Unforgettable Tragedy: Albanese's Touching Tribute to Bali Bombing Victims""",variant,1,-1.3981834559406792,2.1573936283506665,-0.08446787479093944,0.09207368267366486,0.0038029039413627133
"""In Loving Memory: Albanese's Tribute to Bali Bombing Victims, With a Heartfelt Mention of a 13-Year-Old""",variant,1,-1.3852269514175524,2.229108021046067,-0.07252860005709552,0.1732676775205758,0.050369538731740146
"""Albanese Pays Respects to Bali Bombing Victims, Especially the Young Soul Aged 13""",variant,1,-1.3698387036307405,2.1995415863994805,-0.058146063130661285,0.13908613854428295,0.04047003770681083
"""Remembering Bali's Dark Day: Albanese's Heartwrenching Tribute, With a Focus on a 13-Year-Old Victim""",variant,1,-1.3835732416176252,2.209629189184853,-0.07099356261045278,0.1506349389705137,0.039820688180030456
"""Honoring the Lost: Albanese's Emotional Tribute to Bali Bombing Victims, Including a 13-Year-Old""",variant,1,-1.420839757876051,2.212992659089494,-0.10497723661012089,0.1545115807883312,0.02476717208910515
"""A 13-Year-Old's Tragic Tale: Albanese's Heartfelt Tribute to Bali Bombing Victims""",variant,1,-1.3775376367381658,2.1704066991224464,-0.06536949156160411,0.1063777830755839,0.020504145756989896
"""Tears for Bali Bombing Victims: Albanese's Tribute Sheds Light on a 13-Year-Old's Fate""",variant,1,-1.4442434199792902,2.120478267077988,-0.1256808319719738,0.05249442405415263,-0.03659320395891058
"""Albanese's Heartfelt Homage: Bali Bombing Victims and the Unforgettable Story of a 13-Year-Old""",variant,1,-1.4724928891643565,2.07621881986015,-0.1500342788449479,0.006927425905207384,-0.07155342646987026
"""In Memoriam: Albanese's Tribute to Bali Bombing Victims, With Special Emphasis on a 13-Year-Old""",variant,1,-1.3865940054483512,2.1908614791815086,-0.07379563732131476,0.1292415366423373,0.027722949660511274
"""Remembering the Fallen: Albanese's Touching Tribute to Bali Bombing Victims, Featuring a 13-Year-Old""",variant,1,-1.4177852926674281,2.2096910088003408,-0.1022392412914356,0.1507060729787233,0.024233415843643843
"""A 13-Year-Old's Legacy: Albanese Pays Respects to Bali Bombing Victims""",variant,1,-1.3922403662789433,2.073715521145282,-0.07901058476340787,0.0044099381006204525,-0.03730032333139371
"""Albanese's Emotional Tribute: Bali Bombing Victims, With a Special Spotlight on a 13-Year-Old""",variant,1,-1.3950014480377286,2.2068620201031384,-0.08155000445187487,0.14745533881758055,0.03295266718285284
"""Honoring Lives Lost: Albanese's Heartfelt Tribute to Bali Bombing Victims, Especially a 13-Year-Old""",variant,1,-1.4026929291278707,2.2156066806172263,-0.08858714750608426,0.1575334468052113,0.03447314964956352
"""A 13-Year-Old's Grief: Albanese's Moving Tribute to Bali Bombing Victims""",variant,1,-1.4288990761502967,2.205031208338813,-0.1121615208200054,0.1453564859727322,0.016597482576363405
"""Bali Bombing Victims Remembered: Albanese's Poignant Tribute, With Special Mention of a 13-Year-Old""",variant,1,-1.3933318057359596,2.1955134193824803,-0.0800152405904541,0.13450693841482927,0.027245848912187585
"""Albanese's Heartfelt Homage: Bali Bombing Victims and the Heartrending Story of a 13-Year-Old""",variant,1,-1.3849102651137708,2.146832923477403,-0.07223483605452163,0.08060129966127899,0.004183231803378679
"""A 13-Year-Old's Painful Remembrance: Albanese Pays Tribute to Bali Bombing Victims""",variant,1,-1.4202730733888018,2.162167359033339,-0.10446989735730768,0.09729941150754465,-0.003585242924881514
"""In Loving Memory: Albanese's Tribute to Bali Bombing Victims, Including the Story of a 13-Year-Old""",variant,1,-1.3347363726155628,2.1693203167432356,-0.024497681132377488,0.10517648639922093,0.04033940263342172
"""Albanese Pays Respects to Bali Bombing Victims, Especially the Young Soul Aged 13""",variant,1,-1.4358415029020535,2.171521439322625,-0.11830392815201728,0.10761179454026981,-0.005346066805873732
"""Remembering Bali's Darkest Hour: Albanese's Heartwrenching Tribute, With a Focus on a 13-Year-Old Victim""",variant,1,-1.3746648698913726,2.1922325923907824,-0.06268065567286156,0.1307909165746038,0.034055130450871114
"""Honoring the Fallen: Albanese's Emotional Tribute to Bali Bombing Victims, Including a 13-Year-Old""",variant,1,-1.4758797469363238,2.158792096547249,-0.15290812245665394,0.09360198137669799,-0.029653070539977976
"""A 13-Year-Old's Heartbreaking Tale: Albanese's Heartfelt Tribute to Bali Bombing Victims""",variant,1,-1.3291514166464673,2.160360499716016,-0.019034301467331365,0.0953185359626072,0.03814211724763791
"""Tears for Bali Bombing Victims: Albanese's Tribute Sheds Light on a 13-Year-Old's Fate""",variant,1,-1.4114350459345038,2.113150581486644,-0.09652009920380968,0.04481026376672019,-0.025854917718544743
"""Albanese's Heartfelt Tribute: Bali Bombing Victims and the Unforgettable Story of a 13-Year-Old""",variant,1,-1.3878256368028186,2.1404293185665697,-0.07493567745633443,0.07370366430836783,-0.0006160065739833007
"""In Memoriam: Albanese's Tribute to Bali Bombing Victims, With Special Emphasis on a 13-Year-Old""",variant,1,-1.4467117087651051,2.1728157412502322,-0.12783624298691093,0.10904630676669345,-0.009394968110108738
"""Remembering the Heroes: Albanese's Touching Tribute to Bali Bombing Victims, Featuring a 13-Year-Old""",variant,1,-1.4261062737323538,2.134766330952846,-0.10967849768601468,0.0676404778350972,-0.021019009925458736
"""A 13-Year-Old's Impact: Albanese Pays Respects to Bali Bombing Victims""",variant,1,-1.4161336065705177,2.137845774870215,-0.10075519707770843,0.07093328421465897,-0.014910956431524729
"""Albanese's Emotional Homage: Bali Bombing Victims, With a Special Spotlight on a 13-Year-Old""",variant,1,-1.3775593711145138,2.1965170436787194,-0.06538980495207071,0.1356461287063795,0.03512816187715439
"""Honoring Lives Lost: Albanese's Heartfelt Tribute to Bali Bombing Victims, Especially a 13-Year-Old""",variant,1,-1.4160951559785375,2.1878302147833986,-0.10072061991794905,0.1258236897912766,0.01255153493666377
"""A 13-Year-Old's Legacy Remembered: Albanese Pays Tribute to Bali Bombing Victims""",variant,1,-1.4054908914226991,2.092541005647889,-0.09113368208719898,0.02349754483142957,-0.0338180686278847
"""Bali Bombing Victims Never Forgotten: Albanese's Poignant Tribute, With Special Mention of a 13-Year-Old""",variant,1,-1.381302887501393,2.2049939506545333,-0.06888199292286185,0.1453138134373352,0.03821591025723668
"""Albanese's Heartfelt Homage: Bali Bombing Victims and the Heartrending Story of a 13-Year-Old""",variant,1,-1.4541424039306525,2.078001547724713,-0.13429300716724082,0.008724104503623849,-0.06278445133180849
"""A 13-Year-Old's Memory Preserved: Albanese's Moving Tribute to Bali Bombing Victims""",variant,1,-1.423222509075792,2.1151658499691544,-0.10710731444283435,0.04691796003508954,-0.030094677203872405
"""In Loving Memory: Albanese's Tribute to Bali Bombing Victims, Including the Story of a 13-Year-Old""",variant,1,-1.3730914272063264,2.1937033783823687,-0.061204676527192095,0.13245529168387957,0.035625307578343736
"""Albanese Pays Respects to Bali Bombing Victims, Especially the Young Soul Aged 13""",variant,1,-1.4344282483216275,2.1572222166166166,-0.117056986224281,0.09188650447273566,-0.012585240875772667
"""Remembering Bali's Darkest Day: Albanese's Heartwrenching Tribute, With a Focus on a 13-Year-Old Victim""",variant,1,-1.3447347554896152,2.1676536253787795,-0.03420252956829571,0.10333603245353219,0.03456675144261824
"""Honoring the Brave: Albanese's Emotional Tribute to Bali Bombing Victims, Including a 13-Year-Old""",variant,1,-1.4786768533370709,2.1666097575356504,-0.15527421791631835,0.10218489637058722,-0.02654466077286556
"""Foreign policy and the Albanese government's first 100 days""",original,2,-1.3847685367604663,2.1843377402544166,0.0,0.0,0.0
"""Navigating the World: Albanese Government's Inaugural 100 Days of Foreign Policy""",variant,2,-1.4335661237884674,2.160994469468876,-0.04762611698192354,-0.023072924316014508,-0.03534952064896903
"""The Albanese Administration's Global Debut: Assessing the First 100 Days of Foreign Policy""",variant,2,-1.3739953482773894,2.181632964645827,0.010831428232827532,-0.002701120998752375,0.004065153617037578
"""Foreign Policy Frontiers: A Deep Dive into Albanese Government's Initial 100 Days""",variant,2,-1.3981597113841921,2.137667339623369,-0.013301911734045142,-0.04559808397576637,-0.029449997854905756
"""Albanese's Diplomatic Debut: The First 100 Days of Foreign Policy in Review""",variant,2,-1.4685302794829358,2.1690208906735178,-0.08034965661838782,-0.01520014325786613,-0.047774899938126975
"""Global Challenges and Triumphs: Albanese Government's Maiden 100 Days in Foreign Policy""",variant,2,-1.4324453361224692,2.070832738510261,-0.04655810968751611,-0.10730026865564533,-0.07692918917158072
"""Setting the Global Stage: The Albanese Government's Opening Act in Foreign Policy""",variant,2,-1.4769732139186165,2.1501777512637417,-0.08808151844086445,-0.033583123792182326,-0.06083232111652339
"""Albanese's International Odyssey: A Look Back at the First 100 Days of Foreign Policy""",variant,2,-1.3900216612978604,2.21840870339884,-0.005239351007268659,0.03465802671000926,0.0147093378513703
"""100 Days of Diplomacy: Evaluating the Albanese Government's Foreign Policy Initiatives""",variant,2,-1.4260819103613873,2.178427887394697,-0.04047160803878766,-0.005892424030149702,-0.02318201603446868
"""Albanese's Foreign Affairs Primer: The Government's First 100 Days on the World Stage""",variant,2,-1.5197823360955112,2.166372543378883,-0.12629614492737812,-0.017804784774212015,-0.07205046485079507
"""Global Visions: Albanese Government's Inaugural 100 Days of Foreign Policy""",variant,2,-1.3961365480198,2.0813066388232166,-0.011303639576247703,-0.09790108352217407,-0.05460236154921089
"""Foreign Policy Unveiled: Highlights from the Albanese Government's First 100 Days""",variant,2,-1.4806629424258015,2.1042227834026663,-0.09144005021301074,-0.07698976606305057,-0.08421490813803065
"""The Albanese Administration's Global Gambit: A Review of the First 100 Days in Foreign Policy""",variant,2,-1.4422075724383592,2.100033658244057,-0.05582055010802361,-0.08084828390591965,-0.06833441700697163
"""Navigating International Waters: Albanese Government's Initial 100 Days of Foreign Policy""",variant,2,-1.475520820621245,2.1903811794153483,-0.08675609186315293,0.006061737582605113,-0.04034717714027391
"""From Canberra to the World: The Albanese Government's First 100 Days in Foreign Affairs""",variant,2,-1.396956972748525,2.198535361240974,-0.012114457866371865,0.014298885880047003,0.001092214006837569
"""Global Challenges, Local Solutions: Albanese Government's Debut in Foreign Policy""",variant,2,-1.3354944424626898,2.073604542467297,0.05050824960349076,-0.10482244757712873,-0.027157098986818985
"""Diplomacy in Action: Albanese's Government and Its First 100 Days in Foreign Policy""",variant,2,-1.4387691838195698,2.0729940426138103,-0.05256850654257272,-0.10536878655482562,-0.07896864654869917
"""Albanese's Worldview: A Snapshot of the Government's First 100 Days in Foreign Affairs""",variant,2,-1.382455386730556,2.1165519887809165,0.0023158274254486966,-0.06553934104901035,-0.03161175681178083
"""Breaking New Ground: Albanese Government's Maiden 100 Days in Foreign Policy""",variant,2,-1.4886776284882155,2.1256656140514285,-0.09869277001998063,-0.05698409131842249,-0.07783843066920156
"""From Canberra to the Capitals: Albanese's Government and the First 100 Days of Foreign Policy""",variant,2,-1.4442206212664588,2.152894851589722,-0.057719317646052495,-0.030953701598526916,-0.0443365096222897
"""A Global Perspective: Albanese Government's Inaugural 100 Days in Foreign Affairs""",variant,2,-1.4204059095207349,2.123317952115281,-0.035009838237867255,-0.059195377180962856,-0.04710260770941506
"""Foreign Policy Chronicles: Albanese Government's Opening Chapter in the First 100 Days""",variant,2,-1.565062032452647,2.0854886801499113,-0.16497490082613164,-0.09412056894853704,-0.12954773488733434
"""Albanese on the World Stage: Reflecting on the Government's First 100 Days in Foreign Policy""",variant,2,-1.4466170866877623,2.166360660770982,-0.0599747570977237,-0.01781645574549606,-0.03889560642160988
"""Global Diplomacy: Albanese's Government and Its Inaugural 100 Days in Foreign Affairs""",variant,2,-1.467999287360308,2.1066390777651227,-0.07986119985861125,-0.07475680497908439,-0.07730900241884782
"""100 Days of International Engagement: Albanese Government's Journey in Foreign Policy""",variant,2,-1.3927519670725896,2.122482872168396,-0.007951647367562585,-0.05998069630765105,-0.03396617183760682
"""Albanese's Foreign Policy Odyssey: A Review of the Government's First 100 Days""",variant,2,-1.458847605768962,2.1998723620110963,-0.07140173240585442,0.015655911241430905,-0.027872910582211755
"""From Diplomatic Novices to Seasoned Statesmen: Albanese Government's First 100 Days in Foreign Policy""",variant,2,-1.3961110236438974,2.1953848668182956,-0.011278403396623244,0.011108371385197942,-8.50160057126511e-05
"""Global Agenda: A Close Look at the Albanese Government's Opening 100 Days in Foreign Policy""",variant,2,-1.4246587927862493,2.124685434203768,-0.0391051142102778,-0.0579079636536452,-0.048506538931961496
"""Albanese's International Footprint: The Government's Inaugural 100 Days in Foreign Affairs""",variant,2,-1.4043137845358018,2.0991493061724475,-0.01935547779824026,-0.08166077831166225,-0.05050812805495126
"""Foreign Policy Unfolded: Albanese Government's First 100 Days on the Global Stage""",variant,2,-1.4811303656635475,2.138655302064743,-0.09186463300876355,-0.0446547047938929,-0.06825966890132823
"""The World Awaits: Albanese Government's Maiden 100 Days in Foreign Policy""",variant,2,-1.4414450485263077,2.1072051067908415,-0.05510031613729886,-0.07423294222807905,-0.06466662918268895
"""Charting New Horizons: Albanese Government's First 100 Days of Foreign Policy""",variant,2,-1.4395628978865644,2.175030294282399,-0.05332019789298164,-0.00926426576640905,-0.031292231829695344
"""From Canberra to Capitals: Albanese's Government and the First 100 Days of Foreign Affairs""",variant,2,-1.4517848884595534,2.152213332238845,-0.06482009056871882,-0.031613900408097806,-0.04821699548840831
"""Albanese's Foreign Policy Journey: A Look Back at the Government's First 100 Days""",variant,2,-1.4096579127238051,2.1714375812292315,-0.02458218928421896,-0.012817308617547922,-0.018699748950883444
"""Foreign Policy Pioneers: Albanese Government's Inaugural 100 Days on the Global Scene""",variant,2,-1.453819849426219,2.2248529893333595,-0.0667212101730721,0.04134718916693816,-0.012687010503066972
"""100 Days of Diplomatic Discourse: Albanese Government's Introduction to Foreign Policy""",variant,2,-1.3476580265727434,2.1036640964954456,0.03780770282533587,-0.07750529577272292,-0.019848796473693524
"""Albanese's International Debut: The Government's First 100 Days in Foreign Affairs""",variant,2,-1.4739784821921935,2.1562181012878665,-0.085346473914004,-0.027727961779188185,-0.05653721784659609
"""A Global Vision: Albanese Government's Opening Act in Foreign Policy""",variant,2,-1.4453567597590735,2.110600772780514,-0.05878927107739045,-0.07108400316875868,-0.06493663712307457
"""Foreign Policy Chronicles: Albanese's Government and Its First 100 Days in the World Arena""",variant,2,-1.392155744328209,2.1530990719569187,-0.007359989213700746,-0.030755782398759063,-0.019057885806229906
"""Navigating Global Waters: Albanese Government's Inaugural 100 Days in Foreign Policy""",variant,2,-1.301422363919874,2.2129149161523975,0.08691800492325254,0.02898942095278592,0.05795371293801923
"""From Canberra to the World: Albanese's Government and Its First 100 Days in Foreign Affairs""",variant,2,-1.3699344931901019,2.1379142616517153,0.014944614053952535,-0.045362392021233745,-0.015208888983640605
"""Albanese's Foreign Policy Blueprint: The Government's Initial 100 Days on the Global Stage""",variant,2,-1.4095972224824291,2.1328460314156636,-0.02452298914542696,-0.050188475029939235,-0.0373557320876831
"""Global Diplomacy in Action: Albanese Government's First 100 Days in Foreign Policy""",variant,2,-1.4544969480699226,2.1440893568068495,-0.06735291808744082,-0.03944917540577947,-0.05340104674661014
"""Breaking Barriers: Albanese Government's Maiden 100 Days in Foreign Affairs""",variant,2,-1.458319890201431,2.063727743444909,-0.07091156732156499,-0.11362041694325274,-0.09226599213240887
"""From Diplomacy Novices to Seasoned Statesmen: Albanese's Government's First 100 Days in Foreign Policy""",variant,2,-1.4050833359517643,2.1318390102410283,-0.0201098438798848,-0.05114447391114934,-0.03562715889551707
"""100 Days of International Engagement: Albanese Government's Odyssey in Foreign Policy""",variant,2,-1.3940661899998763,2.194190387963536,-0.009254563708774003,0.009901344843062035,0.00032339056714401557
"""Albanese's Foreign Policy Quest: A Review of the Government's First 100 Days""",variant,2,-1.4192419118770934,2.107787287501076,-0.03388593798171074,-0.0736938215872822,-0.05378987978449647
"""Charting Diplomatic Waters: Albanese Government's Inaugural 100 Days in Foreign Policy""",variant,2,-1.4917613672488148,2.2011704667098617,-0.10146788499631972,0.016975195051140705,-0.04224634497258951
"""From Canberra to Capitals: Albanese's Government and the First 100 Days of Foreign Affairs""",variant,2,-1.3920594177456231,2.196221743088255,-0.007264366988316478,0.011954898157244919,0.0023452655844642205
"""Albanese's Foreign Policy Odyssey: The Government's First 100 Days on the Global Stage""",variant,2,-1.427609979931146,2.164691841737986,-0.0419367144984794,-0.019454175429072632,-0.030695444963776013
"""Foreign Policy Unfolds: Albanese Government's First 100 Days on the World Stage""",variant,2,-1.4712832217644254,2.1189317223651827,-0.08287791925556989,-0.0633129255485669,-0.0730954224020684
Stamp duty reform should be allowed to go ahead',original,3,-1.4039467112200603,2.0972040425382525,0.0,0.0,0.0
"""Unlocking the Future: Stamp Duty Reform Deserves the Green Light""",variant,3,-1.4766384506110553,2.2031990840458056,-0.0701125664841983,0.11181636355982179,0.020851898537811747
"""Stamp Duty Shake-Up: Why Reform Should Get the Green Signal""",variant,3,-1.37569072183419,2.269772840480312,0.0286589764996627,0.1883535740830571,0.10850627529135991
"""The Time is Now: Advocating for Stamp Duty Reform to Move Forward""",variant,3,-1.426937910705308,2.118663100709301,-0.022728915775973444,0.021690959584565628,-0.0005189780957039081
"""A Case for Progress: Letting Stamp Duty Reform Forge Ahead""",variant,3,-1.4783626780258214,2.097941351727373,-0.07171452242465863,0.0007375810683563544,-0.03548847067815114
"""Economic Evolution: Why Stamp Duty Reform Deserves a Green Light""",variant,3,-1.390816688663177,2.1107662156628373,0.013216599808512376,0.013654556562138083,0.01343557818532523
"""Reforming the Rules: Why Stamp Duty Change Should Be Given the Green Light""",variant,3,-1.4229947882423948,2.1775106379181075,-0.018867808805375825,0.08361924940505402,0.0323757202998391
"""Innovation Over Obstruction: Advocating for Stamp Duty Reform Approval""",variant,3,-1.4248715593199648,2.126039496244611,-0.020707442499453797,0.02925522040884625,0.004273888954696227
"""Changing Tides: The Imperative of Allowing Stamp Duty Reform to Proceed""",variant,3,-1.4043932150244254,2.150285913678246,-0.0004464041363760044,0.05451597601040105,0.027034785937012522
"""Progress in Motion: Stamp Duty Reform Should March Forward""",variant,3,-1.4403251495424576,2.2076431600837236,-0.03572469430422061,0.11676835538371247,0.04052183053974593
"""A Brighter Future: Making the Case for Stamp Duty Reform Approval""",variant,3,-1.3655315037459224,2.1622871345778236,0.039162611399605175,0.06724770048816353,0.05320515594388435
"""The Path to Prosperity: Why Stamp Duty Reform Should Be Embraced""",variant,3,-1.419843899774078,2.1096074657837676,-0.01577149519052303,0.012480664722165932,-0.0016454152341785497
"""Stamp Duty Revolution: Advocating for Its Reform to Proceed""",variant,3,-1.4196642737141343,2.088063332253843,-0.015594686222845988,-0.009099060990140328,-0.012346873606493159
"""Unlocking Potential: Why Stamp Duty Reform Shouldn't Be Stalled""",variant,3,-1.4413958578789232,2.1130480978274426,-0.036756599379410955,0.01597023786695252,-0.010393180756229218
"""Stamp Duty: The Reform It Deserves, and Why It Shouldn't Wait""",variant,3,-1.500564921990048,2.2359362095425666,-0.09209743260548381,0.14881636786573596,0.028359467630126076
"""Economic Empowerment: The Case for Allowing Stamp Duty Reform""",variant,3,-1.377213560566163,2.034637032830868,0.027093686912559457,-0.060649884871900164,-0.016778098979670353
"""Changing the Game: Advocating for Stamp Duty Reform to Move Forward""",variant,3,-1.4046891334211136,2.100044272710948,-0.00074214667388093,0.002844267447771129,0.0010510603869450996
"""A Progressive Approach: Letting Stamp Duty Reform Take Center Stage""",variant,3,-1.4677625524790452,2.0664703725013958,-0.061822242742556495,-0.030266192144025133,-0.04604421744329081
"""Reviving the Economy: The Call for Stamp Duty Reform Approval""",variant,3,-1.4212452737613874,2.1426734760240382,-0.017149801427912146,0.04651901568668773,0.014684607129387793
"""The Path Forward: Why Stamp Duty Reform Should Be Pushed Through""",variant,3,-1.3737782093999187,2.1109554893486555,0.030628182047660334,0.013846432854198882,0.022237307450929607
"""A Vision for Growth: Advocating for Stamp Duty Reform to Proceed""",variant,3,-1.4397914572851194,2.0763203450320837,-0.035209930689168605,-0.020667143200107336,-0.027938536944637972
"""Stamp Duty in Motion: Making the Case for Reform Approval""",variant,3,-1.465085420303875,2.262350873921498,-0.05930725190321134,0.17956630334855997,0.06012952572267431
"""Catalyzing Change: Why Stamp Duty Reform Shouldn't Be Delayed""",variant,3,-1.4370603714044317,2.0873922218611987,-0.032571404772634,-0.009763841812780522,-0.021167623292707258
"""Stoking Economic Fires: Advocating for Stamp Duty Reform to Move Forward""",variant,3,-1.4634243109816045,2.1269417269384743,-0.05774335987174105,0.030184265103816166,-0.013779547383962441
"""Stamp Duty Shake-Up: The Time Is Ripe for Reform Approval""",variant,3,-1.4525718584100404,2.2008520313335014,-0.0474618756233309,0.10920993186093324,0.030874028118801168
"""A Progressive Stance: Advocating for the Stamp Duty Reform Green Light""",variant,3,-1.43058575372792,2.1500683930803484,-0.02628735302557649,0.05428662201032041,0.01399963449237196
"""Unlocking Potential: Why Stamp Duty Reform Shouldn't Be Held Back""",variant,3,-1.4360616945554985,2.138489685207985,-0.031604773635855204,0.04214974546968128,0.005272485916913039
"""Stamp Duty Reform: The Call for Progress and Approval""",variant,3,-1.432302178376599,2.1253014477381624,-0.02795722389984033,0.02849586038740348,0.0002693182437815741
"""The Future Beckons: Advocating for Stamp Duty Reform to Proceed""",variant,3,-1.4425614958490287,2.130664121584009,-0.037878738330687896,0.034026163591149385,-0.0019262873697692556
"""Reviving the Economy: The Imperative of Stamp Duty Reform Approval""",variant,3,-1.443007313592549,2.138369635213525,-0.038307573462300154,0.042024642907942396,0.001858534722821121
"""Steady Progress: Making the Case for Stamp Duty Reform to Move Forward""",variant,3,-1.459591560320613,2.1187043770171248,-0.05412499539652223,0.021733132085470567,-0.016195931655525832
"""Changing the Landscape: Why Stamp Duty Reform Should Be Given the Green Light""",variant,3,-1.3788732928228191,2.1173157670325238,0.02539040028067058,0.020315327873023856,0.022852864076847217
"""Stamp Duty Revolution: Advocating for Its Timely Reform Approval""",variant,3,-1.3918181823690903,2.1216760131958257,0.01220237771437039,0.024773866967013784,0.01848812234069209
"""A Vision for Prosperity: Why Stamp Duty Reform Shouldn't Be Hindered""",variant,3,-1.4263882139751096,2.107605940551228,-0.02219156538011103,0.010456185822921777,-0.005867689778594626
"""Stamp Duty Reimagined: The Case for Reform Approval""",variant,3,-1.4045438771553223,2.1719216916861956,-0.00059698766717181,0.07757985233770934,0.03849143233526876
"""Economic Empowerment: Advocating for Stamp Duty Reform to Proceed""",variant,3,-1.4007078994126583,2.0080809729939153,0.0032440624254215468,-0.08526700912553381,-0.04101147335005613
"""Stamp Duty's New Dawn: The Push for Reform Approval""",variant,3,-1.4528286561403057,2.1692512394960097,-0.04770645384675147,0.0747060657236356,0.013499805938442064
"""Paving the Way: Why Stamp Duty Reform Should Be Allowed to Proceed""",variant,3,-1.4547319791847326,2.1026196406046895,-0.04951725228435078,0.005430288925602366,-0.022043481679374206
"""A Brighter Tomorrow: Advocating for Stamp Duty Reform Approval""",variant,3,-1.4833731951861007,2.165804393259622,-0.07635407974246376,0.07100809599351621,-0.0026729918744737777
"""The Road to Recovery: The Case for Stamp Duty Reform to Move Forward""",variant,3,-1.4371025495320626,2.138243921730393,-0.03261220823888442,0.041893654594244344,0.00464072317767996
"""Stamp Duty's Evolution: Why Reform Should Get the Green Light""",variant,3,-1.4272286444654225,2.1611123214271544,-0.023013000174477403,0.06599462006641132,0.02149080994596696
"""Progress in the Balance: Advocating for Stamp Duty Reform Approval""",variant,3,-1.4809952606394912,2.0745765342972677,-0.07415509671718924,-0.022373426199065016,-0.04826426145812713
"""Stamp Duty Reform: Why It's Time to Let It Forge Ahead""",variant,3,-1.4235959117548822,2.120224581099505,-0.019457413204073223,0.023287556185542364,0.0019150714907345701
"""A Blueprint for Change: Making the Case for Stamp Duty Reform to Proceed""",variant,3,-1.4225935148809232,2.1405941761906764,-0.018474027591295357,0.04434524961066772,0.012935611009686182
"""Stamp Duty Overhaul: The Call for Reform Approval""",variant,3,-1.4333021095428016,2.0932268039240496,-0.028928713973997232,-0.003969339875897798,-0.016449026924947516
"""Empowering the Economy: Advocating for Stamp Duty Reform to Move Forward""",variant,3,-1.3773648459788241,2.1243829319052367,0.026938314373388842,0.027551604378972822,0.027244959376180832
"""The Path to Progress: Why Stamp Duty Reform Shouldn't Be Hindered""",variant,3,-1.422293552527638,2.0636624064184206,-0.018179562588801355,-0.032985352344549884,-0.025582457466675618
"""Stamp Duty Reform Momentum: The Push for Approval""",variant,3,-1.3741210349924744,2.1815539929509167,0.030274916888073957,0.08800957659520411,0.05914224674163904
"""Charting a New Course: Advocating for Stamp Duty Reform to Proceed""",variant,3,-1.4197916539182802,2.124847860154406,-0.015720071986675636,0.02802945322143302,0.006154690617378692
"""Stimulating Growth: The Case for Stamp Duty Reform Approval""",variant,3,-1.4508195899100376,2.185414664991922,-0.04579130986050038,0.09221814346882687,0.023213416804163244
